#OTU ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4043,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_2982,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_706,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae,,
OTU_2423,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1608,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, subterminale
OTU_3116,Bacteria, Cyanobacteria, 4C0d-2,,,,
OTU_3797,Bacteria, Proteobacteria, Deltaproteobacteria, FAC87, , , 
OTU_208,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,
OTU_3165,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_971,Bacteria, Proteobacteria,,,,,
OTU_2723,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, 
OTU_138,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Achromobacter, 
OTU_218,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae,,
OTU_237,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_2578,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, , 
OTU_1075,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_4134,Bacteria, Verrucomicrobia, [Methylacidiphilae], Methylacidiphilales, , , 
OTU_1513,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Ellin5301, , 
OTU_491,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
OTU_1643,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_2666,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
OTU_1286,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1273,Bacteria, Acidobacteria, Solibacteres, Solibacterales, Solibacteraceae, Candidatus Solibacter, 
OTU_1760,Bacteria, Acidobacteria, Solibacteres, Solibacterales, , , 
OTU_469,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae,,
OTU_1780,Bacteria, Bacteroidetes, [Rhodothermi], [Rhodothermales], [Balneolaceae], , 
OTU_1161,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Elizabethkingia, meningoseptica
OTU_1373,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae,,
OTU_1866,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae, , 
OTU_539,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteibacter, rhizovicinus
OTU_299,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, , 
OTU_801,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_1539,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, mb2424, , 
OTU_1621,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, kaohsiungensis
OTU_3246,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2126,Bacteria, Verrucomicrobia, Opitutae, Opitutales, Opitutaceae, Opitutus, 
OTU_1799,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_4125,Bacteria,,,,,,
OTU_1431,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Dialister, 
OTU_1145,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_3309,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_3761,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_2081,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], DA101, 
OTU_1006,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,
OTU_1821,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_3794,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, OM27, , 
OTU_2652,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_116,Bacteria, Cyanobacteria, Chloroplast, Stramenopiles, , , 
OTU_1932,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_028,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Dysgonomonas, 
OTU_3684,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, , 
OTU_645,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, , 
OTU_2720,Bacteria, Cyanobacteria, 4C0d-2, SM1D11, , , 
OTU_3937,Bacteria, Gemmatimonadetes, Gemm-5, , , , 
OTU_2923,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], , 
OTU_1109,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_1382,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_3931,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_069,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1667,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3194,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Tatlockia, 
OTU_3626,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Solitalea, koreensis
OTU_3557,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae,,
OTU_282,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, panacihumi
OTU_2365,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_2467,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_2763,Bacteria, Proteobacteria,,,,,
OTU_3044,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_120,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae,,
OTU_1931,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Chthoniobacter, 
OTU_2694,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_2514,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_613,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, acidaminiphila
OTU_2264,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_2953,Bacteria, Planctomycetes, Planctomycetia, B97, , , 
OTU_274,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae,,
OTU_418,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Cloacibacterium, 
OTU_4014,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_440,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_2860,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter,
OTU_2843,Bacteria, Elusimicrobia, Elusimicrobia, FAC88, , , 
OTU_674,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodobiaceae, Afifella, 
OTU_608,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Paludibacter, 
OTU_2351,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], DA101, 
OTU_168,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Paludibacter, 
OTU_1442,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Azohydromonas, 
OTU_1990,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Flavisolibacter, 
OTU_3947,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae,,
OTU_2893,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae,,
OTU_2502,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
OTU_3481,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_098,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
OTU_1191,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_637,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_1226,Bacteria, Gemmatimonadetes, Gemm-1, , , , 
OTU_2055,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1993,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_1113,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, ACK-M1, , 
OTU_1789,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_1640,Bacteria, Planctomycetes, Pla4, , , , 
OTU_1834,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2299,Bacteria, OP11, OP11-3, , , , 
OTU_2213,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides,
OTU_1793,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, , 
OTU_3522,Archaea, Crenarchaeota, Thaumarchaeota, Nitrososphaerales, Nitrososphaeraceae, Candidatus Nitrososphaera, 
OTU_1996,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_3833,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_3327,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_3881,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, , 
OTU_1782,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_533,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae,,
OTU_831,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, , 
OTU_2248,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_2418,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1446,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Saprospiraceae, Aquirestis, calciphila
OTU_639,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Conexibacteraceae, , 
OTU_398,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia,
OTU_2320,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Dickeya, 
OTU_3358,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_407,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_449,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, 
OTU_3793,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_3445,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Mycoplana, 
OTU_432,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, alaskensis
OTU_3877,Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, , 
OTU_428,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Emticicia, 
OTU_2597,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_782,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteibacter, rhizovicinus
OTU_3370,Bacteria,,,,,,
OTU_4154,Bacteria, Proteobacteria,,,,,
OTU_4182,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_2005,Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, , 
OTU_3752,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_2777,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1037,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia,
OTU_4057,Bacteria, OD1, Mb-NB09, , , , 
OTU_2079,Bacteria,,,,,,
OTU_3552,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_3712,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_2048,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, 
OTU_244,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium,
OTU_3764,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, , , 
OTU_1585,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfococcus, multivorans
OTU_1976,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_1718,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_030,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae,,
OTU_2102,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, ureolyticus
OTU_2470,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Vogesella, 
OTU_3502,Bacteria,,,,,,
OTU_662,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_2265,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Agromyces, 
OTU_679,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae,,
OTU_826,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3126,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_1014,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Kaistobacter, 
OTU_3629,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_3486,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales,,,
OTU_3885,Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, , 
OTU_221,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, cecorum
OTU_2577,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Ellin506, 
OTU_701,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Brevibacteriaceae, Brevibacterium,
OTU_2340,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_3132,Bacteria, OP11, WCHB1-64, d153, , , 
OTU_209,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,
OTU_3869,Bacteria, Gemmatimonadetes, Gemm-5, , , , 
OTU_2869,Bacteria, Proteobacteria, Alphaproteobacteria, BD7-3, , , 
OTU_575,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, 
OTU_3740,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_2507,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_2716,Bacteria, Cyanobacteria, Chloroplast, Stramenopiles, , , 
OTU_2390,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, , , 
OTU_3722,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_594,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_2350,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3017,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Intrasporangiaceae,,
OTU_2927,Bacteria, Proteobacteria, Deltaproteobacteria, Spirobacillales, , , 
OTU_816,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_2294,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_493,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, 
OTU_1059,Bacteria, Acidobacteria, Sva0725, Sva0725, , , 
OTU_2165,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_3432,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_2995,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae,,
OTU_2713,Bacteria, Bacteroidetes, [Rhodothermi], [Rhodothermales], [Balneolaceae], , 
OTU_1129,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, NS11-12, , 
OTU_4205,Bacteria, Proteobacteria,,,,,
OTU_3844,Bacteria, Elusimicrobia, Elusimicrobia, FAC88, , , 
OTU_202,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Balneimonas, 
OTU_2613,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2260,Bacteria, TM6, SJA-4, S1198, , , 
OTU_1506,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_2135,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_2001,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_1049,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, mb2424, , 
OTU_1917,Bacteria, Planctomycetes, Pla4, , , , 
OTU_2101,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
OTU_839,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_4200,Bacteria, OD1,,,,,
OTU_2509,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_3927,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_317,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae,,
OTU_3772,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_2016,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1445,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
OTU_1921,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae,,
OTU_932,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_1963,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales], , , 
OTU_3107,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], , 
OTU_882,Bacteria, Acidobacteria, [Chloracidobacteria], 11-24, , , 
OTU_1156,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_1629,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_1013,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3753,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Sediminibacterium, 
OTU_1353,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], , 
OTU_2837,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_1025,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, , , 
OTU_3171,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae, Candidatus Protochlamydia, 
OTU_3609,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1551,Bacteria, Elusimicrobia, Elusimicrobia, FAC88, , , 
OTU_764,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae,,
OTU_133,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium,
OTU_3055,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_1095,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, flexus
OTU_763,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
OTU_3604,Bacteria, TM7, , , , , 
OTU_4076,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_3227,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_4078,Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, , 
OTU_1033,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2366,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_1327,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, RB40, , 
OTU_587,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, 
OTU_2896,Bacteria, Chloroflexi, S085, , , , 
OTU_970,Bacteria,,,,,,
OTU_3796,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1652,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_1054,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Parabacteroides, 
OTU_3242,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2508,Bacteria, Firmicutes, Clostridia, Clostridiales,,,
OTU_3351,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae,,
OTU_3013,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_1522,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,
OTU_3401,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_2844,Bacteria, WS3, PRR-12, Sediment-1, PRR-10, , 
OTU_1121,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_3663,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae,,
OTU_4174,Bacteria, TM6, SJA-4, , , , 
OTU_1407,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1192,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus,
OTU_1024,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, , 
OTU_465,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_1015,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, 5-7N15, 
OTU_2275,Archaea, Crenarchaeota, Thaumarchaeota, Nitrososphaerales, Nitrososphaeraceae, Candidatus Nitrososphaera, SCA1145
OTU_802,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales],,,
OTU_2300,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], , 
OTU_486,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium,
OTU_700,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, Fluviicola, 
OTU_437,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales,,,
OTU_3188,Bacteria, Chlorobi, SJA-28, , , , 
OTU_1649,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_3520,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium, 
OTU_3362,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_860,Bacteria, Proteobacteria, Betaproteobacteria, A21b, UD5, , 
OTU_211,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae,,
OTU_2141,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_3570,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_760,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, ML635J-40, , 
OTU_2022,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae,,
OTU_178,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_3984,Bacteria, Proteobacteria, TA18, PHOS-HD29, , , 
OTU_820,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, p-2534-18B5, , 
OTU_1670,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, , 
OTU_3239,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_4165,Bacteria, Spirochaetes, [Leptospirae], [Leptospirales], Leptospiraceae, Turneriella, 
OTU_2492,Bacteria, Actinobacteria,,,,,
OTU_2483,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales], Ellin517, , 
OTU_967,Bacteria, Tenericutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Acholeplasma, laidlawii
OTU_2406,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Ralstonia, 
OTU_3539,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae,,
OTU_2475,Bacteria, WPS-2, , , , , 
OTU_2454,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_421,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_3209,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3928,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
